;**************************************************************
; Registers.dat		table of registers for the Dis++ library
;	
; The columns are:
; register name, disassembler class, register encoding
; encoding (binary and hex formats)
;**************************************************************

; General-purpose registers (32-bit) 
pmevtyper0_el0			SysReg				0xdf60
pmevtyper1_el0			SysReg				0xdf61
pmevtyper2_el0			SysReg				0xdf62
pmevtyper3_el0			SysReg				0xdf63
pmevtyper4_el0			SysReg				0xdf64
pmevtyper5_el0			SysReg				0xdf65
pmevtyper6_el0			SysReg				0xdf66
pmevtyper7_el0			SysReg				0xdf67
pmevtyper8_el0			SysReg				0xdf68
pmevtyper9_el0			SysReg				0xdf69
pmevtyper10_el0			SysReg				0xdf6a
pmevtyper11_el0			SysReg				0xdf6b
pmevtyper12_el0			SysReg				0xdf6c
pmevtyper13_el0			SysReg				0xdf6d
pmevtyper14_el0			SysReg				0xdf6e
pmevtyper15_el0			SysReg				0xdf6f
pmevtyper16_el0			SysReg				0xdf70
pmevtyper17_el0			SysReg				0xdf71
pmevtyper18_el0			SysReg				0xdf72
pmevtyper19_el0			SysReg				0xdf73
pmevtyper20_el0			SysReg				0xdf74
pmevtyper21_el0			SysReg				0xdf75
pmevtyper22_el0			SysReg				0xdf76
pmevtyper23_el0			SysReg				0xdf77
pmevtyper24_el0			SysReg				0xdf78
pmevtyper25_el0			SysReg				0xdf79
pmevtyper26_el0			SysReg				0xdf7a
pmevtyper27_el0			SysReg				0xdf7b
pmevtyper28_el0			SysReg				0xdf7c
pmevtyper29_el0			SysReg				0xdf7d
pmevtyper30_el0			SysReg				0xdf7e
pmevtyper31_el0			SysReg				0xdf7f
